Instruction;Arg1;Arg2;Arg3;Arg4;Op1;Op2;Op3;Op4;Legacy;REX/VEX;Opcode;ModR/M;Disp;Imm;64-bits Mode;Legacy Mode;Special;Grammar;AT&T;Family;Annotate;Description;Notes;
VMOVMSKPS;xmm;r32;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.0F.WIG;50;/r;;;Valid;Valid;AVX;;VMOVMSKPS;MOV;NA;Extract 4-bit sign mask from xmm2 and store in r32. The upper bits of r32 are zeroed.;;
VMOVMSKPS;xmm;r64;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.0F.WIG;50;/r;;;Valid;N.E;AVX;;VMOVMSKPS;MOV;NA;Extract 4-bit sign mask from xmm2 and store in r64. The upper bits of r64 are zeroed.;;
VMOVMSKPS;ymm;r32;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.256.0F.WIG;50;/r;;;Valid;Valid;AVX;;VMOVMSKPS;MOV;NA;Extract 8-bit sign mask from ymm2 and store in r32. The upper bits of r32 are zeroed.;;
VMOVMSKPS;ymm;r64;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.256.0F.WIG;50;/r;;;Valid;N.E;AVX;;VMOVMSKPS;MOV;NA;Extract 8-bit sign mask from ymm2 and store in r64. The upper bits of r64 are zeroed.;;
VMOVNTDQ;xmm;m128;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.128.66.0F.WIG;E7;/r;;;Valid;Valid;AVX;;VMOVNTDQ;MOV;NA;Move packed integer values in xmm1 to m128 using non-temporal hint.;;
VMOVNTDQ;ymm;m256;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.256.66.0F.WIG;E7;/r;;;Valid;Valid;AVX;;VMOVNTDQ;MOV;NA;Move packed integer values in ymm1 to m256 using non-temporal hint.;;
VMOVNTDQA;m128;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;2A;/r;;;Valid;Valid;AVX;;VMOVNTDQA;MOV;NA;Move double quadword from m128 to xmm using non-temporal hint if WC memory type.;;
VMOVNTPD;xmm;m128;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.128.66.0F.WIG;2B;/r;;;Valid;Valid;AVX;;VMOVNTPD;MOV;NA;Move packed double-precision values in xmm1 to m128 using non-temporal hint.;;
VMOVNTPD;ymm;m256;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.256.66.0F.WIG;2B;/r;;;Valid;Valid;AVX;;VMOVNTPD;MOV;NA;Move packed double-precision values in ymm1 to m256 using non-temporal hint.;;
VMOVNTPS;xmm;m128;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.128.0F.WIG;2B;/r;;;Valid;Valid;AVX;;VMOVNTPS;MOV;NA;Move packed single-precision values xmm1 to mem using non-temporal hint.;;
VMOVNTPS;ymm;m256;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.256.0F.WIG;2B;/r;;;Valid;Valid;AVX;;VMOVNTPS;MOV;NA;Move packed single-precision values ymm1 to mem using non-temporal hint.;;
VMOVQ;m64/r64;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F.W1;6E;/r;;;Valid;N.E;AVX;;VMOVQ;MOV;NA;Move quadword from r/m64 to xmm1.;;
VMOVQ;xmm;r64/m64;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.128.66.0F.W1;7E;/r;;;Valid;N.E;AVX;;VMOVQ;MOV;NA;Move quadword from xmm1 register to r/m64.;;
VMOVSD;xmm;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.LIG.F2.0F.WIG;10;/r;;;Valid;Valid;AVX;;VMOVSD;MOV;NA;Merge scalar double-precision floating-point value from xmm2 and xmm3 to xmm1 register.;;
VMOVSD;m64;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.LIG.F2.0F.WIG;10;/r;;;Valid;Valid;AVX;;VMOVSD;MOV;NA;Load scalar double-precision floating-point value from m64 to xmm1 register.;;
VMOVSD;xmm;xmm;xmm;;ModRM:reg (r);VEX.vvvv (r);ModRM:r/m (w);;;VEX.NDS.LIG.F2.0F.WIG;11;/r;;;Valid;Valid;AVX;;VMOVSD;MOV;NA;Merge scalar double-precision floating-poin value from xmm2 and xmm3 registers to xmm1.;;
VMOVSD;xmm;m64;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.LIG.F2.0F.WIG;11;/r;;;Valid;Valid;AVX;;VMOVSD;MOV;NA;Move scalar double-precision floating-point value from xmm1 register to m64.;;
VMOVSHDUP;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.F3.0F.WIG;16;/r;;;Valid;Valid;AVX;;VMOVSHDUP;MOV;NA;Move odd index single-precision floating-point values from xmm2/mem and duplicate each element into xmm1.;;
VMOVSHDUP;ymm/m256;ymm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.256.F3.0F.WIG;16;/r;;;Valid;Valid;AVX;;VMOVSHDUP;MOV;NA;Move odd index single-precision floating-point values from ymm2/mem and duplicate each element into ymm1.;;
VMOVSLDUP;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.F3.0F.WIG;12;/r;;;Valid;Valid;AVX;;VMOVSLDUP;MOV;NA;Move even index single-precision floating-point values from xmm2/mem and duplicate each element into xmm1.;;
VMOVSLDUP;ymm/m256;ymm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.256.F3.0F.WIG;12;/r;;;Valid;Valid;AVX;;VMOVSLDUP;MOV;NA;Move even index single-precision floating-point values from ymm2/mem and duplicate each element into ymm1.;;
VMOVSS;xmm;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.LIG.F3.0F.WIG;10;/r;;;Valid;Valid;AVX;;VMOVSS;MOV;NA;Merge scalar singleprecision floating-point value from xmm2 and xmm3 to xmm1 register.;;
VMOVSS;m32;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.LIG.F3.0F.WIG;10;/r;;;Valid;Valid;AVX;;VMOVSS;MOV;NA;Load scalar single-precision floating-point value from m32 to xmm1 register.;;
VMOVSS;xmm;xmm;xmm;;ModRM:reg (r);VEX.vvvv (r);ModRM:r/m (w);;;VEX.NDS.LIG.F3.0F.WIG;11;/r;;;Valid;Valid;AVX;;VMOVSS;MOV;NA;Move scalar single-precision floating-point value from xmm2 and xmm3 to xmm1 register.;;
VMOVSS;xmm;m32;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.LIG.F3.0F.WIG;11;/r;;;Valid;Valid;AVX;;VMOVSS;MOV;NA;Move scalar single-precision floating-point value from xmm1 register to m32.;;
VMOVUPD;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F.WIG;10;/r;;;Valid;Valid;AVX;;VMOVUPD;MOV;NA;Move unaligned packed double-precision floatingpoint from xmm2/mem to xmm1.;;
VMOVUPD;ymm/m256;ymm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.256.66.0F.WIG;10;/r;;;Valid;Valid;AVX;;VMOVUPD;MOV;NA;Move unaligned packed double-precision floating-point from ymm2/mem to ymm1.;;
VMOVUPD;xmm;xmm/m128;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.128.66.0F.WIG;11;/r;;;Valid;Valid;AVX;;VMOVUPD;MOV;NA;Move unaligned packed double-precision floating-point from xmm1 to xmm2/mem.;;
VMOVUPD;ymm;ymm/m256;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.256.66.0F.WIG;11;/r;;;Valid;Valid;AVX;;VMOVUPD;MOV;NA;Move unaligned packed double-precision floating-point from ymm1 to ymm2/mem.;;
VMOVUPS;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.0F.WIG;10;/r;;;Valid;Valid;AVX;;VMOVUPS;MOV;NA;Move unaligned packed single-precision floating-point from xmm2/mem to xmm1.;;
VMOVUPS;ymm/m256;ymm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.256.0F.WIG;10;/r;;;Valid;Valid;AVX;;VMOVUPS;MOV;NA;Move unaligned packed single-precision floating-point from ymm2/mem to ymm1.;;
VMOVUPS;xmm;xmm/m128;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.128.0F.WIG;11;/r;;;Valid;Valid;AVX;;VMOVUPS;MOV;NA;Move unaligned packed single-precision floating-point from xmm1 to xmm2/mem.;;
VMOVUPS;ymm;ymm/m256;;;ModRM:reg (r);ModRM:r/m (w);;;;VEX.256.0F.WIG;11;/r;;;Valid;Valid;AVX;;VMOVUPS;MOV;NA;Move unaligned packed single-precision floating-point from ymm1 to ymm2/mem.;;
VMPSADBW;imm8;xmm/m128;xmm;xmm;imm8;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;VEX.NDS.128.66.0F3A.WIG;42;/r;;ib;Valid;Valid;AVX;;VMPSADBW;UNDEF;NA;Sums absolute 8-bit integer difference of adjacent groups of 4 byte integers in xmm2 and xmm3/m128 and writes the results in xmm1. Starting offsets within xmm2 and xmm3/m128 are determined by imm8.;;
VMPTRLD;m64;;;;ModRM:r/m (r);;;;;REX.W0;0F C7;/6;;;Valid;Valid;VMX;;VMPTRLD;UNDEF;NA;Loads the current VMCS pointer from memory.;;
VMPTRST;m64;;;;ModRM:r/m (r);;;;;REX.W0;0F C7;/7;;;Valid;Valid;VMX;;VMPTRST;UNDEF;NA;Stores the current VMCS pointer into memory.;;
VMREAD;r64;m64/r64;;;ModRM:reg (r);ModRM:r/m (w);;;;REX.W0;0F 78;/r;;;Valid;Invalid;VMX;;VMREAD;UNDEF;NA;Reads a specified VMCS field (in 64-bit mode).;;
VMREAD;r32;m32/r32;;;ModRM:reg (r);ModRM:r/m (w);;;;REX.W0;0F 78;/r;;;Invalid;Valid;VMX;;VMREAD;UNDEF;NA;Reads a specified VMCS field (outside 64-bit mode).;;
VMRESUME;;;;;;;;;;;0F 01 C3;;;;Valid;Valid;VMX;;VMRESUME;UNDEF;NA;Resume virtual machine managed by current VMCS.;;
VMULPD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;59;/r;;;Valid;Valid;AVX;;VMULPD;UNDEF;NA;Multiply packed double-precision floating-point values from xmm3/mem to xmm2 and stores result in xmm1.;;
VMULPD;ymm/m256;ymm;ymm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.256.66.0F.WIG;59;/r;;;Valid;Valid;AVX;;VMULPD;UNDEF;NA;Multiply packed double-precision floating-point values from ymm3/mem to ymm2 and stores result in ymm1.;;
VMULPS;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.0F.WIG;59;/r;;;Valid;Valid;AVX;;VMULPS;UNDEF;NA;Multiply packed single-precision floating-point values from xmm3/mem to xmm2 and stores result in xmm1.;;
VMULPS;ymm/m256;ymm;ymm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.256.0F.WIG;59;/r;;;Valid;Valid;AVX;;VMULPS;UNDEF;NA;Multiply packed single-precision floating-point values from ymm3/mem to ymm2 and stores result in ymm1;;
VMULSD;xmm/m64;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.LIG.F2.0F.WIG;59;/r;;;Valid;Valid;AVX;;VMULSD;UNDEF;NA;Multiply the low double-precision floating-point value in xmm3/mem64 by low double precision floating-point value in xmm2.;;
VMULSS;xmm/m32;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.LIG.F3.0F.WIG;59;/r;;;Valid;Valid;AVX;;VMULSS;UNDEF;NA;Multiply the low single-precision floating-point value in xmm3/mem by the low single-precision floating-point value in xmm2.;;
VMWRITE;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (r);;;;REX.W0;0F 79;/r;;;Valid;Invalid;VMX;;VMWRITE;UNDEF;NA;Writes.a specified VMCS field (in 64-bit mode);;
VMWRITE;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (r);;;;REX.W0;0F 79;/r;;;Invalid;Valid;VMX;;VMWRITE;UNDEF;NA;Writes.a specified VMCS field (outside 64-bit mode);;
VMXOFF;;;;;;;;;;;0F 01 C4;;;;Valid;Valid;VMX;;VMXOFF;UNDEF;NA;Leaves VMX operation.;;
VMXON;m64;;;;ModRM:r/m (r);;;;F3;REX.W0;0F C7;/6;;;Valid;Valid;VMX;;VMXON;UNDEF;NA;Enter VMX root operation.;;
VORPD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;56;/r;;;Valid;Valid;AVX;;VORPD;OR;NA;Return the bitwise logical OR of packed double-precision floating-point values in xmm2 and xmm3/mem.;;
VORPD;ymm/m256;ymm;ymm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.256.66.0F.WIG;56;/r;;;Valid;Valid;AVX;;VORPD;OR;NA;Return the bitwise logical OR of packed double-precision floating-point values in ymm2 and ymm3/mem.;;
VORPS;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.0F.WIG;56;/r;;;Valid;Valid;AVX;;VORPS;OR;NA;Return the bitwise logical OR of packed single-precision floating-point values in xmm2 and xmm3/mem.;;
VORPS;ymm/m256;ymm;ymm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.256.0F.WIG;56;/r;;;Valid;Valid;AVX;;VORPS;OR;NA;Return the bitwise logical OR of packed single-precision floating-point values in ymm2 and ymm3/mem.;;
VPABSB;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;1C;/r;;;Valid;Valid;AVX;;VPABSB;PABS;NA;Compute the absolute value of bytes in xmm2/m128 and store UNSIGNED result in xmm1.;;
VPABSD;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;1E;/r;;;Valid;Valid;AVX;;VPABSD;PABS;NA;Compute the absolute value of 32- bit integers in xmm2/m128 and store UNSIGNED result in xmm1.;;
VPABSW;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;VEX.128.66.0F38.WIG;1D;/r;;;Valid;Valid;AVX;;VPABSW;PABS;NA;Compute the absolute value of 16- bit integers in xmm2/m128 and store UNSIGNED result in xmm1.;;
VPACKSSDW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;6B;/r;;;Valid;Valid;AVX;;VPACKSSDW;PACK;NA;Converts 4 packed signed doubleword integers from xmm2 and from xmm3/m128 into 8 packed signed word integers in xmm1 using signed saturation.;;
VPACKSSWB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;63;/r;;;Valid;Valid;AVX;;VPACKSSWB;PACK;NA;Converts 8 packed signed word integers from xmm2 and from xmm3/m128 into 16 packed signed byte integers in xmm1 using signed saturation.;;
VPACKUSDW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;2B;/r;;;Valid;Valid;AVX;;VPACKUSDW;PACK;NA;Convert 4 packed signed doubleword integers from xmm2 and 4 packed signed doubleword integers from xmm3/m128 into 8 packed unsigned word integers in xmm1 using unsigned saturation.;;
VPACKUSWB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;67;/r;;;Valid;Valid;AVX;;VPACKUSWB;PACK;NA;Converts 8 signed word integers from xmm2 and 8 signed word integers from xmm3/m128 into 16 unsigned byte integers in xmm1 using unsigned saturation.;;
VPADDB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;FC;/r;;;Valid;Valid;AVX;;VPADDB;PADD;NA;Add packed byte integers from xmm3/m128 and xmm2.;;
VPADDD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;FE;/r;;;Valid;Valid;AVX;;VPADDD;PADD;NA;Add packed doubleword integers from xmm3/m128 and xmm2.;;
VPADDQ;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;D4;/r;;;Valid;Valid;AVX;;VPADDQ;PADD;NA;Add packed quadword integers xmm3/m128 and xmm2.;;
VPADDSB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;EC;/r;;;Valid;Valid;AVX;;VPADDSB;PADD;NA;Add packed signed byte integers from xmm3/m128 and xmm2 saturate the results.;;
VPADDSW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;ED;/r;;;Valid;Valid;AVX;;VPADDSW;PADD;NA;Add packed signed word integers from xmm3/m128 and xmm2 and saturate the results.;;
VPADDUSB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;DC;/r;;;Valid;Valid;AVX;;VPADDUSB;PADD;NA;Add packed unsigned byte integers from xmm3/m128 to xmm2 and saturate the results.;;
VPADDUSW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;DD;/r;;;Valid;Valid;AVX;;VPADDUSW;PADD;NA;Add packed unsigned word integers from xmm3/m128 to xmm2 and saturate the results.;;
VPADDW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;FD;/r;;;Valid;Valid;AVX;;VPADDW;PADD;NA;Add packed word integers from xmm3/m128 and xmm2.;;
VPALIGNR;imm8;xmm/m128;xmm;xmm;imm8;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;VEX.NDS.128.66.0F3A.WIG;0F;/r;;ib;Valid;Valid;AVX;;VPALIGNR;ALIGNR;NA;Concatenate xmm2 and xmm3/m128, extract byte aligned result shifted to the right by constant value in imm8 and result is stored in xmm1.;;
VPAND;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;DB;/r;;;Valid;Valid;AVX;;VPAND;PAND;NA;Bitwise AND of xmm3/m128 and xmm.;;
VPANDN;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;DF;/r;;;Valid;Valid;AVX;;VPANDN;PAND;NA;Bitwise AND NOT of xmm3/m128 and xmm2.;;
VPAVGB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;E0;/r;;;Valid;Valid;AVX;;VPAVGB;PAVG;NA;Average packed unsigned byte integers from xmm3/m128 and xmm2 with rounding.;;
VPAVGW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;E3;/r;;;Valid;Valid;AVX;;VPAVGW;PAVG;NA;Average packed unsigned word integers from xmm3/m128 and xmm2 with rounding.;;
VPBLENDVB;xmm;xmm/m128;xmm;xmm;imm8[7:4];ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;VEX.NDS.128.66.0F3A.W0;4C;/r;;/is4;Valid;Valid;AVX;;VPBLENDVB;UNDEF;NA;Select byte values from xmm2 and xmm3/m128 using mask bits in the specified mask register, xmm4, and store the values into xmm1.;;
VPBLENDW;imm8;xmm/m128;xmm;xmm;imm8;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;VEX.NDS.128.66.0F3A.WIG;0E;/r;;ib;Valid;Valid;AVX;;VPBLENDW;UNDEF;NA;Select words from xmm2 and xmm3/m128 from mask specified in imm8 and store the values into xmm1.;;
VPCLMULQDQ;imm8;xmm/m128;xmm;xmm;imm8;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;VEX.NDS.128.66.0F3A.WIG;44;/r;;ib;Valid;Valid;CLMUL_AVX;;VPCLMULQDQ;UNDEF;NA;Carry-less multiplication of one quadword of xmm2 by one quadword of xmm3/m128, stores the 128-bit result in xmm1. The immediate is used to determine which quadwords of xmm2 and xmm3/m128 should be used.;;
VPCMPEQB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;74;/r;;;Valid;Valid;AVX;;VPCMPEQB;CMP;NA;Compare packed bytes in xmm3/m128 and xmm2 for equality.;;
VPCMPEQD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;76;/r;;;Valid;Valid;AVX;;VPCMPEQD;CMP;NA;Compare packed doublewords in xmm3/m128 and xmm2 for equality.;;
VPCMPEQQ;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;29;/r;;;Valid;Valid;AVX;;VPCMPEQQ;CMP;NA;Compare packed quadwords in xmm3/m128 and xmm2 for equality.;;
VPCMPEQW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;75;/r;;;Valid;Valid;AVX;;VPCMPEQW;CMP;NA;Compare packed words in xmm3/m128 and xmm2 for equality.;;
VPCMPESTRI;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (r);;;VEX.128.66.0F3A.W0;61;/r;;ib;Valid;Valid;AVX;;VPCMPESTRI;CMP;NA;Perform a packed comparison of string data with explicit lengths, generating an index, and storing the result in ECX.;;
VPCMPESTRM;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (r);;;VEX.128.66.0F3A.W0;60;/r;;ib;Valid;Valid;AVX;;VPCMPESTRM;CMP;NA;Perform a packed comparison of string data with explicit lengths, generating a mask, and storing the result in XMM0.;;
VPCMPGTB;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;64;/r;;;Valid;Valid;AVX;;VPCMPGTB;CMP;NA;Compare packed signed byte integers in xmm2 and xmm3/m128 for greater than.;;
VPCMPGTD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;66;/r;;;Valid;Valid;AVX;;VPCMPGTD;CMP;NA;Compare packed signed doubleword integers in xmm2 and xmm3/m128 for greater than.;;
VPCMPGTQ;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.WIG;37;/r;;;Valid;Valid;AVX;;VPCMPGTQ;CMP;NA;Compare packed signed qwords in xmm2 and xmm3/m128 for greater than.;;
VPCMPGTW;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F.WIG;65;/r;;;Valid;Valid;AVX;;VPCMPGTW;CMP;NA;Compare packed signed word integers in xmm2 and xmm3/m128 for greater than.;;
VPCMPISTRI;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (r);;;VEX.128.66.0F3A.WIG;63;/r;;ib;Valid;Valid;AVX;;VPCMPISTRI;CMP;NA;Perform a packed comparison of string data with implicit lengths, generating an index, and storing the result in ECX.;;
VPCMPISTRM;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (r);;;VEX.128.66.0F3A.WIG;62;/r;;ib;Valid;Valid;AVX;;VPCMPISTRM;CMP;NA;Perform a packed comparison of string data with implicit lengths generating a Mask, and storing the result in XMM0.;;
VPERM2F128;imm8;ymm/m256;ymm;ymm;imm8;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;VEX.NDS.256.66.0F3A.W0;06;/r;;ib;Valid;Valid;AVX;;VPERM2F128;UNDEF;NA;Permute 128-bit floating-point fields in ymm2 and ymm3/mem using controls from imm8 and store result in ymm1.;;
VPERMILPD;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.W0;0D;/r;;;Valid;Valid;AVX;;VPERMILPD;UNDEF;NA;Permute double-precision floating-point values in xmm2 using controls from xmm3/mem and store result in xmm1.;;
VPERMILPD;ymm/m256;ymm;ymm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.256.66.0F38.W0;0D;/r;;;Valid;Valid;AVX;;VPERMILPD;UNDEF;NA;Permute double-precision floating-point values in ymm2 using controls from ymm3/mem and store result in ymm1.;;
VPERMILPD;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (w);;;VEX.128.66.0F3A.W0;05;/r;;ib;Valid;Valid;AVX;;VPERMILPD;UNDEF;NA;Permute double-precision floating-point values in xmm2/mem using controls from imm8.;;
VPERMILPD;imm8;ymm/m256;ymm;;imm8;ModRM:r/m (r);ModRM:reg (w);;;VEX.256.66.0F3A.W0;05;/r;;ib;Valid;Valid;AVX;;VPERMILPD;UNDEF;NA;Permute double-precision floating-point values in ymm2/mem using controls from imm8.;;
VPERMILPS;xmm/m128;xmm;xmm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.128.66.0F38.W0;0C;/r;;;Valid;Valid;AVX;;VPERMILPS;UNDEF;NA;Permute single-precision floating-point values in xmm2 using controls from xmm3/mem and store result in xmm1.;;
VPERMILPS;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (w);;;VEX.128.66.0F3A.W0;04;/r;;ib;Valid;Valid;AVX;;VPERMILPS;UNDEF;NA;Permute single-precision floating-point values in xmm2/mem using controls from imm8 and store result in xmm1.;;
VPERMILPS;ymm/m256;ymm;ymm;;ModRM:r/m (r);VEX.vvvv (r);ModRM:reg (w);;;VEX.NDS.256.66.0F38.W0;0C;/r;;;Valid;Valid;AVX;;VPERMILPS;UNDEF;NA;Permute single-precision floating-point values in ymm2 using controls from ymm3/mem and store result in ymm1.;;
VPERMILPS;imm8;ymm/m256;ymm;;imm8;ModRM:r/m (r);ModRM:reg (w);;;VEX.256.66.0F3A.W0;04;/r;;ib;Valid;Valid;AVX;;VPERMILPS;UNDEF;NA;Permute single-precision floating-point values in ymm2/mem using controls from imm8 and store result in ymm1.;;
VPEXTRB;imm8;xmm;r32/m8;;imm8;ModRM:reg (r);ModRM:r/m (w);;;VEX.128.66.0F3A.W0;14;/r;;ib;Valid;Valid;AVX;;VPEXTRB;UNDEF;NA;Extract a byte integer value from xmm2 at the source byte offset specified by imm8 into reg or m8. The upper bits of r64/r32 is filled with zeros.;In 64-bit mode, VEX.W1 is ignored for VPEXTRB (similar to legacy REX.W=1 prefix in PEXTRB).;
